"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa05235","Human Diseases","Cancer: overview","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","67/5608","90/9447",0.744444444444444,1.2540596766524,2.92689806839472,0.00193501793297465,0.00799346693740719,0.00378274182386022,"MAP3K3/TLR4/NFATC1/PRKCQ/PPP3CC/EGF/PIK3R1/FOS/IFNGR1/JUN/NFKBIA/RPS6KB2/NFATC3/MYD88/PTPN6/BATF/IFNGR2/AKT3/CD4/JAK2/CSNK2B/RPS6KB1/JAK1/TRAF6/MAPK13/PIK3R3/STAT1/HIF1A/CSNK2A1/KRAS/MTOR/NFKBIE/PIK3R2/PDCD1/MAPK3/MAP2K6/IFNG/IKBKB/NFATC2/MAP2K3/EML4/STAT3/PTEN/CD247/LAT/MAPK11/MAPK12/CD274/NFKB1/RASGRP1/CD28/TLR2/MAPK1/TICAM1/PPP3CB/PTPN11/AKT2/PPP3CA/CSNK2A3/ALK/EGFR/NRAS/PIK3CA/CD3D/RAF1/MAP2K2/HRAS",67
"hsa04071","Environmental Information Processing","Signal transduction","hsa04071","Sphingolipid signaling pathway","88/5608","122/9447",0.721311475409836,1.21509085381539,2.88999010420076,0.00217108608663354,0.00876007990769581,0.00414552545305793,"S1PR1/PRKCE/GNAQ/PPP2R2C/RAC3/SGPL1/S1PR4/SPTSSB/PPP2CB/GNAI2/SGMS2/PIK3R1/TRAF2/GAB2/SGPP2/MS4A2/PPP2R3B/RHOA/FCER1G/OPRD1/CERS6/PPP2R5A/PRKCG/ASAH1/S1PR5/ASAH2/AKT3/MAPK13/PRKCZ/PIK3R3/FYN/KRAS/KNG1/PPP2R5B/CERS1/PIK3R2/PLCB1/MAPK3/TRADD/PPP2R3A/PPP2R1B/TP53/ROCK1/PRKCB/MAPK10/SGMS1/ADORA1/PTEN/SMPD1/PLCB3/PPP2R5E/MAPK11/MAPK12/S1PR2/DEGS1/NFKB1/RAC2/PLCB2/ADORA3/MAPK1/FCER1A/BDKRB2/SPTLC3/PLCB4/SPHK1/CTSD/CERS5/RAC1/PDPK1/BAX/PPP2R2D/AKT2/PLD1/PPP2R5D/GNA12/BID/GNAI1/ROCK2/PRKCA/PPP2R5C/NRAS/PIK3CA/GNA13/ABCC1/RAF1/SPTSSA/MAP2K2/HRAS",88
"hsa04152","Environmental Information Processing","Signal transduction","hsa04152","AMPK signaling pathway","88/5608","122/9447",0.721311475409836,1.21509085381539,2.88999010420076,0.00217108608663354,0.00876007990769581,0.00414552545305793,"CCNA2/PPP2R2C/CD36/PFKP/CAB39L/FBP1/CREB3L4/RAB14/ADRA1A/PPP2CB/ACACB/LEPR/PIK3R1/CPT1B/SCD5/EIF4EBP1/PPP2R3B/PPARG/HMGCR/RPS6KB2/FOXO3/PPP2R5A/HNF4A/ADIPOR2/CREB3L2/AKT3/FOXO1/RHEB/PRKAA2/RPS6KB1/SCD/PIK3R3/ULK1/STRADA/CPT1A/PPP2R5B/TBC1D1/CAMKK2/RAB8A/MTOR/PFKFB4/PIK3R2/RAB10/ELAVL1/PFKFB2/PPP2R3A/PCK1/CFTR/PPP2R1B/CPT1C/IRS1/STRADB/TSC2/PRKAB2/CCNA1/PPP2R5E/CRTC2/PFKFB3/RAB2A/PFKL/AKT1S1/MAP3K7/CREB5/GYS1/PRKAA1/LEP/RAB11B/MLYCD/PRKAG1/PDPK1/PPP2R2D/AKT2/CREB3L1/PFKFB1/SLC2A4/PPP2R5D/PCK2/CREB3/CREB3L3/G6PC3/FASN/PPP2R5C/PPARGC1A/INSR/PIK3CA/SREBF1/TSC1/SIRT1",88
"hsa05202","Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","139/5608","201/9447",0.691542288557214,1.16494293865906,2.85675982036243,0.00237970753726721,0.00949147718887035,0.0044916439904862,"ETV4/ERG/LMO2/CCNA2/TGFBR2/FLI1/HMGA2/SIX4/PAX7/PTCRA/GADD45B/MMP3/PLAU/RUNX2/H3C10/IL6/FUT8/HOXA10/H3C12/IGFBP3/SIX1/H3C2/SPI1/ZEB1/H3C3/TCF3/MYCN/H3C8/HDAC1/NR4A3/ETV5/MITF/NSD2/MMP9/MEN1/ZBTB16/PPARG/MEIS1/RXRG/TLX1/CCND2/RXRA/H3C6/HOXA11/BAK1/SS18L1/LYL1/PRCC/CDKN1A/ETV6/RUNX1T1/SPINT1/NUPR1/BCL2A1/TSPAN7/H3C1/NFKBIZ/ETV1/ID2/JUP/PAX5/FOXO1/DDX5/DOT1L/PLAT/HDAC2/RARA/H3C13/WNT16/FCGR1A/CDK14/CCNT2/TRAF1/CD86/CDKN2C/HHEX/ITGAM/MET/MLLT1/ETV7/H3-3A/SSX1/FUS/RUNX1/PTK2/FLT1/DDIT3/H3C14/SMAD1/PBX1/TP53/PDGFA/BCL6/PROM1/CEBPA/PAX3/SSX5/ASPSCR1/CCNA1/H3-3B/HOXA9/TMPRSS2/JMJD1C/AFF1/GADD45G/TFE3/MEF2C/NFKB1/NTRK1/GADD45A/SLC45A3/MPO/CD40/MAF/ELK4/IL1R2/PER2/CEBPE/TAF15/BAX/CD14/ZBTB17/BCL11B/WT1/ARNT2/POLK/H3-7/PBX3/NCOR1/CDKN1B/MLLT3/FLT3/MYC/KLF3/ATM/ITGB7/CSF2/CSF1R/BIRC3",139
"hsa04916","Organismal Systems","Endocrine system","hsa04916","Melanogenesis","74/5608","101/9447",0.732673267326733,1.23423044872248,2.86028998838121,0.0024097204551516,0.0095019658856546,0.00449660754789054,"EDNRB/WNT3A/ADCY4/WNT3/GNAQ/CALM1/FZD4/CREB3L4/EDN1/GNAI2/MITF/ADCY9/CALML6/WNT9A/CAMK2A/CALML5/CAMK2B/WNT2B/FZD9/PRKCG/ADCY8/WNT10A/WNT6/CREB3L2/WNT7A/MC1R/FZD3/LEF1/DVL3/WNT16/FZD5/PRKACA/WNT2/WNT10B/KRAS/WNT8B/PLCB1/MAPK3/WNT11/DVL1/WNT5B/PRKCB/TYRP1/FZD10/PLCB3/WNT1/GNAS/WNT7B/TCF7L2/FZD7/GNAO1/CALML4/PLCB2/WNT9B/GSK3B/MAPK1/FZD8/PLCB4/ADCY7/ASIP/TCF7L1/DVL2/FZD6/EP300/CREB3L1/GNAI1/CREB3/CREB3L3/PRKCA/NRAS/RAF1/CTNNB1/MAP2K2/HRAS",74
"hsa04926","Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","93/5608","130/9447",0.715384615384615,1.2051067156809,2.84598381463483,0.00250282139473103,0.00975819128058054,0.00461786088205844,"EDNRB/MMP13/RXFP1/MMP1/TGFBR2/ADCY4/COL1A1/GNGT1/COL3A1/VEGFD/GNG4/ARRB1/CREB3L4/EDN1/INSL3/ARRB2/GNAI2/GNB3/SHC3/PIK3R1/GNG11/ADCY9/MMP9/FOS/JUN/NFKBIA/COL1A2/SHC1/GNGT2/GNG2/ADCY8/GNG7/RXFP2/RLN3/CREB3L2/AKT3/COL4A4/COL4A3/MAPK13/PRKCZ/PIK3R3/PRKACA/GNB5/KRAS/SRC/ATF6B/PIK3R2/PLCB1/MAPK3/NOS1/GNG3/COL4A5/MAPK10/GNG13/TGFB1/GRB2/PLCB3/GNAS/GNB4/MAPK11/MAPK12/ATF2/NFKB1/GNAO1/PLCB2/CREB5/SOS2/MAPK1/COL4A2/VEGFA/MAP2K4/PLCB4/ADCY7/ACTA2/COL4A6/AKT2/CREB3L1/GNAI1/CREB3/CREB3L3/PRKCA/NOS2/VEGFC/GNG5/EGFR/GNG8/NRAS/PIK3CA/SHC2/RAF1/MMP2/MAP2K2/HRAS",93
"hsa03460","Genetic Information Processing","Replication and repair","hsa03460","Fanconi anemia pathway","43/5608","55/9447",0.781818181818182,1.31701789651148,2.84973843490051,0.00253954402110107,0.00979135305913411,0.00463355400341247,"UBE2T/RMI2/BRIP1/EME1/FANCA/BLM/FANCI/RAD51/FANCD2/FANCF/FANCB/PALB2/FANCG/BRCA1/RMI1/FAAP24/PMS2/FAAP100/TELO2/BRCA2/RAD51C/EME2/RPA3/SLX4/ATR/CENPS/CENPX/MUS81/FANCM/FANCL/REV3L/WDR48/TOP3A/HES1/POLN/TOP3B/FANCE/RPA2/USP1/POLK/MLH1/ATRIP/ERCC1",43
"hsa02010","Environmental Information Processing","Membrane transport","hsa02010","ABC transporters","36/5608","45/9447",0.8,1.34764621968616,2.82522188471089,0.00276939775997311,0.0105602310187986,0.0049974094916808,"ABCA12/ABCC3/ABCG2/ABCA8/ABCB6/ABCC2/ABCA4/ABCG1/ABCB9/ABCB4/ABCA3/ABCC11/ABCA9/ABCB1/ABCC10/ABCA6/ABCC5/ABCA10/ABCC9/ABCA1/ABCB11/CFTR/ABCA7/ABCG8/ABCB8/ABCC6/TAP1/DEFB1/ABCC12/ABCD1/ABCB5/ABCB7/ABCA2/ABCA13/ABCC1/ABCB10",36
"hsa04659","Organismal Systems","Immune system","hsa04659","Th17 cell differentiation","79/5608","109/9447",0.724770642201835,1.22091802012852,2.80373119434105,0.00288947773548049,0.0107811696151799,0.00510196408302159,"TGFBR2/FOXP3/IL6/IL23A/NFATC1/STAT5B/PRKCQ/PPP3CC/JAK3/FOS/IFNGR1/JUN/NFKBIA/RXRG/STAT5A/RXRA/HSP90AB1/NFATC3/IL2RA/IFNGR2/CD4/JAK2/RORA/IL6R/IL21/HLA-DRA/HLA-DPA1/RARA/IL27/JAK1/IL6ST/MAPK13/HLA-DOA/HLA-DPB1/IL1R1/STAT1/HLA-DRB1/HIF1A/HLA-DRB5/RUNX1/SMAD4/MTOR/IL12RB1/IL1B/NFKBIE/MAPK3/HLA-DQA1/IFNG/IKBKB/MAPK10/IRF4/NFATC2/TGFB1/STAT3/HLA-DQB1/CD247/IL4R/LAT/HLA-DMA/MAPK11/MAPK12/HLA-DMB/EBI3/GATA3/IL21R/STAT6/NFKB1/TYK2/IL27RA/MAPK1/RORC/TBX21/HSP90AA1/PPP3CB/PPP3CA/HLA-DOB/IL2/CD3D/IL23R",79
"hsa04931","Human Diseases","Endocrine and metabolic disease","hsa04931","Insulin resistance","79/5608","109/9447",0.724770642201835,1.22091802012852,2.80373119434105,0.00288947773548049,0.0107811696151799,0.00510196408302159,"PRKCE/SLC2A1/CD36/PTPN1/GFPT1/IL6/CREB3L4/ACACB/SLC27A3/SOCS3/PRKCQ/PPARGC1B/PIK3R1/TBC1D4/AGT/CPT1B/NFKBIA/TRIB3/RPS6KB2/PYGM/RPS6KA1/CREB3L2/AKT3/FOXO1/SLC27A6/PRKAA2/RPS6KA2/PPP1R3B/RPS6KB1/SLC27A4/PRKCZ/PIK3R3/OGT/CPT1A/SLC2A2/PYGB/MTOR/PIK3R2/PRKCD/NR1H2/SLC27A2/PCK1/IKBKB/PRKCB/MAPK10/IRS1/PPP1CA/STAT3/PTEN/PYGL/PRKAB2/CRTC2/PTPRF/NFKB1/PPP1CC/PPP1R3C/GSK3B/CREB5/GYS1/PRKAA1/SLC27A1/PTPN11/PRKAG1/PDPK1/AKT2/PPARA/CREB3L1/PPP1R3D/SLC2A4/PCK2/CREB3/CREB3L3/G6PC3/PPARGC1A/INSR/PIK3CA/NR1H3/SREBF1/SLC27A5",79
"hsa04014","Environmental Information Processing","Signal transduction","hsa04014","Ras signaling pathway","162/5608","238/9447",0.680672268907563,1.1466317625481,2.76903990208752,0.00312590513752202,0.0115392455608526,0.00546070774303958,"TEK/RASAL1/ANGPT4/EFNA4/EFNA3/EFNA2/RASGRP4/GNGT1/PAK1/GRIN1/VEGFD/RAC3/GNG4/ANGPT1/GAB1/FGF19/CALM1/PLA2G4F/RAP1A/PLA2G2F/FGFR4/MRAS/PDGFB/FGF10/RRAS/FGF2/PLA2G4A/FLT4/PLCE1/PLA2G2C/GNB3/EGF/ETS1/SHC3/PIK3R1/FOXO4/FGFR2/GNG11/PAK6/GAB2/BDNF/PLA2G5/EFNA5/CALML6/RHOA/FGF5/CALML5/RASSF1/ETS2/SHC1/GNGT2/RASGRF1/PRKCG/TGFA/GNG2/GNG7/RASGRP2/PGF/PLA2G1B/AKT3/RAPGEF5/RASSF5/FGF20/PLA2G4C/NTRK2/PLA2G4D/PAK3/PIK3R3/PRKACA/GNB5/MET/RGL1/KRAS/RAB5B/NF1/RALA/AFDN/PLA2G3/FLT1/PIK3R2/RASAL2/MAPK3/GNG3/STK4/PLA1A/PLCG2/FGF7/PLA2G10/IKBKB/ELK1/PRKCB/PDGFA/MAPK10/GNG13/RIN1/PAK5/GRB2/TIAM1/PLA2G2D/PLA2G2A/GRIN2A/HGF/LAT/GNB4/BRAP/KDR/PLA2G6/CSF1/NFKB1/RAC2/NGF/CALML4/RASGRP1/PDGFC/KSR2/SOS2/MAPK1/RASA3/TBK1/EFNA1/NTRK1/ABL2/KSR1/FGF8/RGL2/FGFR1/RAP1B/VEGFA/RAB5A/CDC42/PDGFD/RAC1/RASA4B/RAB5C/PTPN11/AKT2/FGF18/PLD1/PLA2G12A/SHOC2/RRAS2/SYNGAP1/PRKCA/VEGFC/PDGFRA/NTF3/GNG5/EGFR/GNG8/NRAS/INSR/PIK3CA/SHC2/RAF1/RALB/FLT3/RALGAPA1/RASGRF2/CSF1R/MAP2K2/RASA4/HRAS",162
"hsa04613","Organismal Systems","Immune system","hsa04613","Neutrophil extracellular trap formation","135/5608","196/9447",0.688775510204082,1.16028214067367,2.74055010322384,0.0034428485715933,0.0125033348808007,0.00591694294374309,"AGER/H2BC5/FGB/VWF/SELP/H2BC9/H2AC13/H2BC6/C5AR1/FPR2/H2BC8/H2BC7/H3C10/NCF2/H2AC8/H4C5/H2AC11/H3C12/H2BC18/PADI4/FPR1/SELPLG/TLR4/H2BC15/H3C2/H2AX/PPIF/H4C8/H3C3/H2BC17/H2BC4/H4C14/H3C8/FCGR3B/CAMP/H4C12/HDAC1/H2AC14/PIK3R1/TLR8/H2AC25/H4C9/H2BC11/H4C3/H2AC16/FGA/H2BC12/H2BC13/H4C4/H2BC14/HDAC10/ITGAL/NCF1/H2AC20/H3C6/FCGR3A/CYBB/AQP9/PRKCG/VDAC1/H4C11/H2AC6/CTSG/CASP1/H3C1/H2AZ1/H4C16/AKT3/SIGLEC9/H2BC21/HDAC2/CLCN4/H3C13/MAPK13/HDAC8/PIK3R3/FCGR1A/ITGAM/H3-3A/SRC/FCGR2A/TLR7/VDAC3/SLC25A4/MTOR/PIK3R2/ITGB3/PLCB1/H3C14/MAPK3/NCF4/PLCG2/HDAC5/PRKCB/HDAC3/HDAC7/ATG7/ITGB2/PLCB3/H3-3B/MAPK11/MAPK12/MACROH2A1/HDAC4/CR1/NFKB1/CLEC7A/RAC2/SYK/ACTG1/PLCB2/MAP3K7/TLR2/HMGB1/MAPK1/MPO/H2BC26/FGG/PLCB4/RAC1/AKT2/SLC25A5/FPR3/MACROH2A2/HAT1/VDAC2/H3-7/CR1L/GP1BA/PRKCA/HDAC9/PIK3CA/RAF1/HDAC11/MAP2K2",135
"hsa03440","Genetic Information Processing","Replication and repair","hsa03440","Homologous recombination","33/5608","41/9447",0.804878048780488,1.35586357468425,2.75989077709265,0.00345913587480365,0.0125033348808007,0.00591694294374309,"XRCC2/RAD54L/BRIP1/EME1/BLM/RAD51/RAD54B/PALB2/BARD1/BRCA1/BRCC3/SEM1/TOPBP1/POLD2/RAD51D/BRCA2/SSBP1/RAD51C/RPA3/XRCC3/MRE11/MUS81/RBBP8/POLD1/TOP3A/RAD52/TOP3B/RAD50/RPA2/POLD4/BABAM1/RAD51B/ATM",33
"hsa00590","Metabolism","Lipid metabolism","hsa00590","Arachidonic acid metabolism","48/5608","63/9447",0.761904761904762,1.2834725901773,2.72838883854515,0.00377171978697039,0.0132701510792902,0.00627982274645615,"PTGES/ALOX5/PLA2G4F/PLA2G2F/PLA2G4A/ALOXE3/PLA2G2C/CYP2U1/PTGES2/PLA2G5/LTC4S/PTGDS/LTA4H/CBR3/CYP4F3/PTGR1/CBR1/AKR1C3/PLA2G1B/HPGDS/PLA2G4C/PTGIS/PLA2G4D/CYP2E1/ALOX15/CYP2J2/TBXAS1/CYP2C9/PLA2G3/CYP2B6/CYP2C19/EPHX2/PLA2G10/GGT5/PTGES3/PLA2G2D/PLA2G2A/PRXL2B/PLA2G6/PTGR2/PTGS1/PLB1/ALOX15B/ALOX12B/PTGR3/PLA2G12A/GPX4/AKR1C8",48
"hsa05217","Human Diseases","Cancer: specific types","hsa05217","Basal cell carcinoma","48/5608","63/9447",0.761904761904762,1.2834725901773,2.72838883854515,0.00377171978697039,0.0132701510792902,0.00627982274645615,"WNT3A/WNT3/GADD45B/FZD4/HHIP/BMP2/WNT9A/WNT2B/FZD9/BAK1/CDKN1A/APC/WNT10A/WNT6/WNT7A/FZD3/AXIN1/LEF1/DVL3/WNT16/FZD5/WNT2/WNT10B/WNT8B/AXIN2/PTCH1/SMO/WNT11/DVL1/WNT5B/TP53/FZD10/KIF7/WNT1/WNT7B/GADD45G/TCF7L2/FZD7/WNT9B/GSK3B/GADD45A/FZD8/TCF7L1/DVL2/BAX/FZD6/POLK/CTNNB1",48
"hsa00513","Metabolism","Glycan biosynthesis and metabolism","hsa00513","Various types of N-glycan biosynthesis","35/5608","44/9447",0.795454545454545,1.33998913889249,2.73197726406517,0.00378600852118077,0.0132701510792902,0.00627982274645615,"B4GALNT4/B4GALT2/FUT8/B4GALT3/ALG3/STT3A/KRTCAP2/DDOST/RPN2/OSTC/MGAT1/TMEM258/ALG1/ST3GAL3/MAN1A1/MGAT4B/MAN1B1/B4GALNT3/MAN2A1/MAN1C1/HEXB/HEXD/MAN1A2/B4GALT1/RPN1/MAN2A2/CHST9/ALG13/MGAT4C/DAD1/MGAT4A/STT3B/ALG9/MAGT1/TUSC3",35
"hsa04145","Cellular Processes","Transport and catabolism","hsa04145","Phagosome","111/5608","159/9447",0.69811320754717,1.17601203132991,2.70519596475369,0.00387694922629036,0.0133967575666873,0.00633973663098201,"TUBB3/STX12/CLEC4M/TUBB1/THBS2/CD36/OLR1/MSR1/HLA-E/ATP6V1C2/MARCO/TUBB2B/NCF2/MRC1/TLR4/COMP/FCGR3B/VAMP3/SEC61A2/COLEC12/SEC61A1/TUBB6/TUBB8/STX7/SFTPA1/SEC61G/ATP6V1B2/RILP/SFTPA2/TUBA1A/HGS/NCF1/SFTPD/CALR/ITGA2/TUBA1C/FCGR3A/CYBB/CTSS/TUBB4A/ITGAV/TUBA4A/ATP6V0D1/TUBA3D/TUBB2A/THBS3/TFRC/ATP6V0A4/TUBB/HLA-DRA/HLA-DPA1/ATP6V1E2/HLA-DOA/TUBAL3/FCGR1A/HLA-DPB1/THBS4/HLA-DRB1/DYNC1LI1/ITGAM/RAB5B/HLA-DRB5/LAMP1/FCGR2A/MRC2/ATP6V0D2/SEC22B/ATP6V0A1/ITGB3/DYNC2H1/NCF4/NOS1/HLA-DQA1/TLR6/THBS1/ATP6V1E1/TUBA8/ITGA5/CANX/HLA-DQB1/DYNC1I1/ITGB2/ATP6V1C1/FCAR/HLA-DMA/HLA-DMB/RAB7A/PIK3C3/STX18/TUBB8B/ATP6V0E2/TAP1/CLEC7A/DYNC1LI2/EEA1/ACTG1/M6PR/SEC61B/TLR2/MPO/HLA-C/RAB5A/RAC1/RAB5C/CD14/ITGB5/FCGR2B/HLA-DOB/ATP6V1B1/ATP6AP1/HLA-B",111
"hsa04260","Organismal Systems","Circulatory system","hsa04260","Cardiac muscle contraction","64/5608","87/9447",0.735632183908046,1.23921491465394,2.70912393133874,0.00394577264431276,0.0133967575666873,0.00633973663098201,"TNNC1/COX7A1/COX4I2/CASQ2/COX6B2/ATP1A2/SLC9A7/ATP2A1/CACNA1S/ATP1B2/CACNB3/CACNA2D2/MYL3/ATP2A2/CACNG5/MYH6/ATP1B1/COX7B2/TNNI3/UQCRH/UQCRHL/CYC1/SLC8A3/ASPH/CACNB4/MYL4/MYH7/COX6C/SLC8A1/ATP1A3/SLC8A2/ATP1B3/COX6B1/COX6A1/TNNT2/UQCRQ/TPM4/CACNA1C/COX5B/COX5A/CACNG6/RYR2/CACNB1/CACNG1/HRC/ATP2A3/SLC9A1/UQCRC1/ATP1A1/CACNA2D3/COX8A/CACNG4/TPM3/ACTC1/ATP1A4/CACNG8/FXYD2/COX7B/TPM1/COX7A2/SLC9A6/UQCRC2/UQCRFS1/CACNA1F",64
"hsa05210","Human Diseases","Cancer: specific types","hsa05210","Colorectal cancer","64/5608","87/9447",0.735632183908046,1.23921491465394,2.70912393133874,0.00394577264431276,0.0133967575666873,0.00633973663098201,"BIRC5/TGFBR2/RAC3/GADD45B/DCC/EGF/MSH2/PIK3R1/CASP3/FOS/PMAIP1/RHOA/JUN/RPS6KB2/MSH6/BAK1/TGFA/CDKN1A/APC/AKT3/EREG/BCL2L11/AXIN1/LEF1/RPS6KB1/PIK3R3/BBC3/KRAS/CYCS/TGFB2/SMAD4/RALA/AXIN2/MTOR/PIK3R2/MAPK3/TP53/MAPK10/TGFB1/GRB2/GADD45G/APPL1/TCF7L2/RAC2/GSK3B/SOS2/MAPK1/GADD45A/RAC1/TCF7L1/BAX/AKT2/POLK/MLH1/ARAF/EGFR/NRAS/PIK3CA/RAF1/RALB/CTNNB1/MYC/MAP2K2/HRAS",64
"hsa04115","Cellular Processes","Cell growth and death","hsa04115","p53 signaling pathway","56/5608","75/9447",0.746666666666667,1.25780313837375,2.70907861919602,0.00397655916244609,0.0133967575666873,0.00633973663098201,"RRM2/CCNB1/GTSE1/CCNB2/CHEK1/CCNE1/SESN1/CDK1/PPM1D/CDKN2A/CCNE2/GADD45B/CHEK2/IGFBP3/SERPINB5/GORAB/CASP3/PMAIP1/ADGRB1/CCND2/PIDD1/CDKN1A/PERP/CDK4/ATR/AIFM2/STEAP3/TNFRSF10A/BBC3/CASP8/CYCS/CDK2/SFN/CCND3/EI24/COP1/CD82/TP53/CCNG2/THBS1/PTEN/TSC2/MDM4/RCHY1/GADD45G/TP53I3/TNFRSF10B/RRM2B/FAS/GADD45A/SERPINE1/BAX/BID/PPP1R13L/SIVA1/ATM",56
"hsa04068","Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","94/5608","133/9447",0.706766917293233,1.19058970536184,2.67532199070516,0.00428724435718482,0.0142271730269664,0.00673271346035723,"S1PR1/PLK1/CCNB1/CCNB2/CAT/TGFBR2/PLK4/FBXO32/S1PR4/GADD45B/IL6/IL7R/DEPP1/SGK2/KLF2/FOXO6/EGF/PIK3R1/FOXO4/SKP2/BNIP3/SGK1/HOMER3/CCND2/FOXO3/PLK3/GABARAPL1/CDKN2B/CDKN1A/AKT3/FOXO1/BCL2L11/PRKAA2/MAPK13/PIK3R3/KRAS/FOXG1/SGK3/TGFB2/SMAD4/CDK2/PIK3R2/RBL2/MAPK3/STK4/GABARAPL2/PCK1/IKBKB/MAPK10/CCNG2/CSNK1E/BCL6/FBXO25/IRS1/TGFB1/GRB2/STAT3/PTEN/PRKAB2/PRMT1/TNFSF10/MAPK11/MAPK12/GADD45G/HOMER1/CCNB3/SOS2/MAPK1/GADD45A/CDKN2D/PRKAA1/PRKAG1/PDPK1/AKT2/EP300/SLC2A4/PCK2/NLK/G6PC3/ARAF/ATG12/CDKN1B/EGFR/NRAS/INSR/PIK3CA/GRM1/RAF1/ATM/USP7/MAP2K2/GABARAP/HRAS/SIRT1",94
"hsa05216","Human Diseases","Cancer: specific types","hsa05216","Thyroid cancer","30/5608","37/9447",0.810810810810811,1.36585765508733,2.69486561987007,0.00430505235686303,0.0142271730269664,0.00673271346035723,"GADD45B/TFG/CDH1/PPARG/RET/RXRG/RXRA/BAK1/CDKN1A/NCOA4/LEF1/KRAS/TPR/MAPK3/TP53/GADD45G/CCDC6/TCF7L2/MAPK1/NTRK1/GADD45A/TPM3/TCF7L1/BAX/POLK/NRAS/CTNNB1/MYC/MAP2K2/HRAS",30
"hsa00510","Metabolism","Glycan biosynthesis and metabolism","hsa00510","N-Glycan biosynthesis","43/5608","56/9447",0.767857142857143,1.29349971978806,2.66234725828627,0.00468163109689828,0.0151824858936795,0.00718479538727133,"MGAT3/B4GALT2/FUT8/B4GALT3/ALG8/SRD5A3/ALG3/DOLPP1/STT3A/ALG6/MOGS/KRTCAP2/DDOST/RPN2/OSTC/DPAGT1/MGAT1/TMEM258/ALG10/ALG1/DPM2/MAN1A1/MGAT4B/MAN1B1/MAN2A1/MAN1C1/GANAB/DHRSX/MAN1A2/B4GALT1/RPN1/ALG10B/MAN2A2/DPM3/ALG13/MGAT4C/DPM1/DAD1/MGAT4A/STT3B/ALG9/MAGT1/TUSC3",43
"hsa05134","Human Diseases","Infectious disease: bacterial","hsa05134","Legionellosis","43/5608","56/9447",0.767857142857143,1.29349971978806,2.66234725828627,0.00468163109689828,0.0151824858936795,0.00718479538727133,"EEF1A2/NLRC4/HSPD1/IL6/CXCL2/TLR4/CASP3/BNIP3/NFKBIA/CXCL3/SAR1A/MYD88/CASP1/ITGAM/CASP8/HSPA6/HSF1/CYCS/SEC22B/HSPA1B/IL1B/ARF1/HSPA1L/RAB1A/HSPA1A/ITGB2/IL12B/TLR5/IL12A/CR1/NFKB1/TLR2/IL18/SAR1B/EEF1A1/CD14/CXCL1/CASP7/RAB1B/PYCARD/VCP/CR1L/HSPA8",43
"hsa04657","Organismal Systems","Immune system","hsa04657","IL-17 signaling pathway","69/5608","95/9447",0.726315789473684,1.22352090997823,2.64634600898059,0.00477145364881895,0.0153277867231779,0.00725355598002656,"MMP13/MMP1/CSF3/TRAF4/MMP3/JUND/IKBKE/IL6/CXCL2/IL17C/FOSB/TRAF5/IL17D/MUC5B/HSP90B1/IL17RA/LCN2/CASP3/MUC5AC/TRAF2/MMP9/CCL2/FOS/JUN/NFKBIA/CXCL3/TNFAIP3/S100A7/HSP90AB1/IL13/CCL7/TRAF3IP2/TRAF6/MAPK13/SRSF1/FADD/CASP8/ANAPC5/MAPK6/USP25/IL1B/MAPK3/ELAVL1/TRADD/MAPK4/IFNG/IKBKB/MAPK10/CCL20/CXCL10/MAPK11/MAPK12/TAB2/CXCL6/S100A9/NFKB1/MAP3K7/GSK3B/MAPK1/TBK1/IL17RE/HSP90AA1/IL17RB/CCL11/CXCL1/DEFB4A/MAPK7/S100A8/CSF2",69
"hsa05213","Human Diseases","Cancer: specific types","hsa05213","Endometrial cancer","45/5608","59/9447",0.76271186440678,1.28483220097198,2.65245160139112,0.00481478026751122,0.0153277867231779,0.00725355598002656,"GADD45B/EGF/PIK3R1/CDH1/FOXO3/BAK1/CDKN1A/APC/ERBB2/AKT3/AXIN1/LEF1/PIK3R3/KRAS/AXIN2/PIK3R2/MAPK3/TP53/ELK1/GRB2/PTEN/ILK/GADD45G/TCF7L2/GSK3B/SOS2/MAPK1/GADD45A/CTNNA2/CTNNA3/TCF7L1/PDPK1/BAX/AKT2/POLK/MLH1/ARAF/EGFR/NRAS/PIK3CA/RAF1/CTNNB1/MYC/MAP2K2/HRAS",45
